name,total_price_in_state,total_price_out_of_state,percent_admitted,yield,total_applicants,act_low,act_high,act_range,city,state,zip,address,longitude,latitude,affiliation,six_year_grad_rate,total_enrollment,website,phone_number,financial_aid_address,admissions_address,application_address,net_price_calculator,average_price_after_financial_aid,average_price_if_less_than_30000,average_price_if_less_than_48000,average_price_if_less_than_75000,average_price_if_less_than_110000,average_price_if_greater_than_110000,ncaa_membership,football_team?,basketball_team?,baseball_team?,cross_country_team?
Antioch University-Seattle,,,,,, , , - ,Seattle,WA,98121-1814,2326 6th Ave,-122.342647,47.61696,private_non_profit,,809,www.antiochseattle.edu,2064415352,www.antiochseattle.edu/financial-aid-2/,www.antiochseattle.edu/admissions/,https://app.applyyourself.com/AYApplicantLogin/fl_ApplicantConnectLogin.asp?id=ANTIOCH-U,www.antiochseattle.edu/finaidcalculator/npcalc.htm,26991,17660,32385,,,33618,No,No,No,No,No
Apex School of Theology,,,,,, , , - ,Durham,NC,27703,1701 T.W. Alexander Drive,-78.841041,35.92314,private_non_profit,100,770,www.apexsot.edu,9.19572E+13,www.apexsot.edu/FinancialAid.html,www.apexsot.edu/admissions.html,,www.apexsot.edu/NetPriceCalculator/npcalc.htm,9160,9362,9950,,,,No,No,No,No,No
Appalachian Bible College,25180,25180,69,63,81,18,25,18 - 25,Mount Hope,WV,25880,161 College Drive,-81.20115,37.853339,private_non_profit,47,302,www.abc.edu,3048776428,,,www.abc.edu,www.abc.edu/admissions-and-financial-aid/npc.php,15451,12372,10290,16089,15278,13846,No,No,No,No,No
Appalachian State University,18438,32263,63,36,13506,23,27,23 - 27,Boone,NC,28608,287 Rivers St,-81.680234,36.214844,public,66,18026,www.appstate.edu/,8282622000,financialaid.appstate.edu/,www.appstate.edu/admissions/,www1.cfnc.org/applications/Appalachian_State_University/apply.html?application_id=1537,appstate.edu/npc/,,,,,,,Yes,Yes,Yes,Yes,Yes
Aquinas College,39934,39934,65,21,2572,21,26,21 - 26,Grand Rapids,MI,49506-1799,1607 Robinson Road SE,-85.626166,42.960449,private_non_profit,53,1933,www.aquinas.edu,6166328900,www.aquinas.edu/financial-aid,www.aquinas.edu/undergraduate-admissions,aquinas.my-online-app.com/,www.aquinas.edu/undergraduate-admissions/aq-net-price-calculator,18358,13379,14376,15272,13127,,No,No,Yes,Yes,Yes
Arcadia University,55360,55360,59,12,9634,22,27,22 - 27,Glenside,PA,19038-3295,450 S Easton Rd,-75.165205,40.091941,private_non_profit,65,3939,https://www.arcadia.edu,2155722900,https://www.arcadia.edu/admissions/financial-aid-scholarships,https://www.arcadia.edu/admissions/,https://www.arcadia.edu/admissions/undergraduate/how-apply,https://arcadia.studentaidcalculator.com/welcome.aspx,26337,20326,20531,23738,25959,24964,Yes,No,Yes,Yes,Yes
Argosy University-Atlanta,,,,,, , , - ,Atlanta,GA,30328,980 Hammond Drive  Building 2  Suite 100,-84.356001,33.92006,private_for_profit,,1736,argosy.edu/,7706711200,argosy.edu/admissions/admissions-downloads.aspx,argosy.edu/admissions/Default.aspx,argosy.edu/Applicant/ApplyOnline_Login.aspx,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,19741,20122,,18554,,,No,No,No,No,No
Argosy University-Chicago,,,,,, , , - ,Chicago,IL,60601,225 N. Michigan Ave  Ste 1300,-87.623772,41.886006,private_for_profit,,858,www.argosy.edu/chicago,3127777600,www.argosy.edu/admissions/scholarships-financial-aid/Default.aspx,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,17773,16411,19521,22221,,,No,No,No,No,No
Argosy University-Dallas,,,,,, , , - ,Farmers Branch,TX,75244,5001 Lyndon B. Johnson Freeway  Heritage Square  Suite 230,-96.823046,32.926742,private_for_profit,,496,www.argosy.edu/dallas/,2148909900,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,,,,,,,No,No,No,No,No
Argosy University-Denver,,,,,, , , - ,Denver,CO,80231,7600 East Eastman Avenue,-104.901681,39.65615,private_for_profit,100,417,www.argosy.edu/denver/,3039234110,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,19602,19665,17923,20846,,,No,No,No,No,No
Argosy University-Hawaii,,,,,, , , - ,Honolulu,HI,96813,1001 Bishop Street  Suite 400,-157.860916,21.308026,private_for_profit,,933,www.argosy.edu/hawaii/,8085365555,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,15791,15940,17023,14115,,,No,No,No,No,No
Argosy University-Inland Empire,,,,,, , , - ,Ontario,CA,91761,3401 Centre Lake Drive  Suite 200,-117.578381,34.06641,private_for_profit,,644,www.argosy.edu/inland-empire-california/default.aspx,9099153800,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,20523,20456,19669,,26907,,No,No,No,No,No
Argosy University-Los Angeles,,,,,, , , - ,Los Angeles,CA,90045,5230 Pacific Concourse  Suite 200,-118.373038,33.927857,private_for_profit,,571,www.argosy.edu/los-angeles-california/default.aspx,3108664000,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,20170,19838,,,,,No,No,No,No,No
Argosy University-Nashville,,,,,, , , - ,Nashville,TN,37214,100 Centerview Dr  Suite 225,-86.634674,36.154664,private_for_profit,,532,www.argosy.edu/nashville/,6155252800,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,16592,18525,17524,15413,,,No,No,No,No,No
Argosy University-Orange County,,,,,, , , - ,Orange,CA,92868,601 South Lewis Street,-117.897468,33.779113,private_for_profit,,606,www.argosy.edu/orange-county-southern-california/default.aspx,7146203700,www.argosy.edu/admissions/scholarships-financial-aid/,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,18846,20765,,18786,,,No,No,No,No,No
Argosy University-Phoenix,,,,,, , , - ,Phoenix,AZ,85021,2233 West Dunlap Avenue,-112.107455,33.5669,private_for_profit,,664,www.argosy.edu/phoenix/,6022162600,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,19492,19559,19027,,,,No,No,No,No,No
Argosy University-Phoenix Online Division,,,,,, , , - ,Phoenix,AZ,85021,2233 West Dunlap Avenue,-112.107494,33.566817,private_for_profit,,10703,www.argosy.edu/phoenix,6022162600,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions/,www.argosy.edu/admissions/,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,27788,27654,28604,29625,33237,33237,No,No,No,No,No
Argosy University-Salt Lake City,,,,,, , , - ,Draper,UT,84020,121 Election Rd Ste 300,-111.895536,40.534344,private_for_profit,,234,www.argosy.edu/locations/salt-lake-city/default.aspx,8016015000,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions/,www.argosy.edu/admissions/,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,,,,,,,No,No,No,No,No
Argosy University-San Diego,,,,,, , , - ,San Diego,CA,92108,1615 Murray Canyon Road  Suite 100,-117.158047,32.775512,private_for_profit,,438,www.argosy.edu/sandiego,6193213000,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,18419,15098,,,,,No,No,No,No,No
Argosy University-San Francisco Bay Area,,,,,, , , - ,Alameda,CA,94501,1005 Atlantic Avenue,-122.267523,37.781238,private_for_profit,,438,www.argosy.edu/sanfrancisco,5102174700,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,,,,,,,No,No,No,No,No
Argosy University-Sarasota,,,,,, , , - ,Sarasota,FL,34235,5250 17th Street,-82.465363,27.351394,private_for_profit,,690,www.argosy.edu/sarasota/,9413790404,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,19473,19473,,,,,No,No,No,No,No
Argosy University-Schaumburg,,,,,, , , - ,Schaumburg,IL,60173-5403,999 North Plaza Dr.  Suite 111,-88.042083,42.046739,private_for_profit,,349,www.argosy.edu/schaumburg,8479694900,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,,,,,,,No,No,No,No,No
Argosy University-Seattle,,,,,, , , - ,Seattle,WA,98121,2601-A Elliott Avenue,-122.351734,47.613924,private_for_profit,,278,www.argosy.edu/seattle,2062834500,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,20807,,20807,,,,No,No,No,No,No
Argosy University-Tampa,,,,,, , , - ,Tampa,FL,33607,1403 N. Howard Avenue,-82.482545,27.955166,private_for_profit,,508,www.argosy.edu/tampa,8133935290,www.argosy.edu/admissions/scholarships-financial-aid,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,18115,18115,,,,,No,No,No,No,No
Argosy University-The Art Institute of California-Hollywood,34821,34821,,,, , , - ,North Hollywood,CA,91601,5250 Lankershim Blvd,-118.299126,34.061265,private_for_profit,27,1602,www.aicdc.artinstitutes.edu,8182995100,,,,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,27224,26184,26623,30425,33386,33908,No,No,No,No,No
Argosy University-The Art Institute of California-Los Angeles,35313,35313,,,, , , - ,Santa Monica,CA,90405-3035,Santa Monica Bus Park  2900 31st St,-118.451869,34.019215,private_for_profit,31,1436,www.artinstitutes.edu/los-angeles/,4129185568,www.artinstitutes.edu/los-angeles/financial-aid/,www.artinstitutes.edu/los-angeles/admissions/,https://www.applyweb.com/apply/aila/,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,27218,26022,26247,28695,31528,32203,No,No,No,No,No
Argosy University-The Art Institute of California-Orange County,35322,35322,,,, , , - ,Santa Ana,CA,92704,3601 W Sunflower Ave.  Suite 100,-117.916303,33.697014,private_for_profit,36,1417,www.aicaoc.artinstitutes.edu,7148300200,,,,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,23942,22683,20687,25897,29478,29606,No,No,No,No,No
Argosy University-The Art Institute of California-Sacramento,32721,32721,,,, , , - ,Sacramento,CA,95833,2850 Gateway Oaks Dr.  Suite 100,-121.519083,38.62211,private_for_profit,,993,www.artinstitutes.edu/sacramento/,9168306320,www.artinstitutes.edu/sacramento/financial-aid/,www.artinstitutes.edu/sacramento/admissions/,https://www.applyweb.com/apply/aisa/,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,23866,23355,23183,25778,23206,28519,No,No,No,No,No
Argosy University-The Art Institute of California-San Diego,36207,36207,,,, , , - ,San Diego,CA,92108-4423,7650 Mission Valley Road,-117.155395,32.778278,private_for_profit,38,1634,www.artinstitutes.edu/san-diego/,8585981200,www.artinstitutes.edu/san-diego/financial-aid/,www.artinstitutes.edu/san-diego/admissions/,www.artinstitutes.edu/san-diego/admissions/apply-online.aspx,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,26223,24394,25779,26814,29824,32552,No,No,No,No,No
Argosy University-The Art Institute of California-San Francisco,35115,35115,,,, , , - ,San Francisco,CA,94102-4908,1170 Market St,-122.417185,37.803958,private_for_profit,35,1058,www.artinstitutes.edu/san-francisco/,4158650198,www.artinstitutes.edu/san-francisco/financial-aid/,www.artinstitutes.edu/san-francisco/admissions/,www.artinstitutes.edu/san-francisco/admissions/apply-online.aspx,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,27308,25860,26714,28569,31705,31756,No,No,No,No,No
Argosy University-The Art Institute of California-Silicon Valley,,,,,, , , - ,Sunnyvale,CA,94086,1120 Kifer Rd,-121.99938,37.37317,private_for_profit,,436,www.artinstitutes.edu/silicon-valley/,4089626400,,,,tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator,26179,24471,25884,26834,30281,31553,No,No,No,No,No
Argosy University-Washington DC,,,,,, , , - ,Arlington,VA,22209,1550 Wilson Boulevard  Suite 600,-77.075927,38.894272,private_for_profit,,793,www.argosy.edu/washingtondc,7035265800,www.argosy.edu/admissions/scholarships-financial-aid/,www.argosy.edu/admissions,www.argosy.edu/admissions,tcc.noellevitz.com/edmc/Argosy University Net Price Calculator,22003,,,,,,No,No,No,No,No
Arizona Christian University,37700,37700,57,49,550,19,24,19 - 24,Phoenix,AZ,85032-7097,2625 E Cactus Rd,-112.026211,33.595117,private_non_profit,51,737,www.arizonachristian.edu,6024895300,arizonachristian.edu/admissions/financial-aid,arizonachristian.edu/admissions/,arizonachristian.edu/admissions/apply,arizonachristian.edu/admissions/financial-aid/calculator,26995,25219,25781,27207,29202,29831,No,Yes,Yes,Yes,Yes
Arizona College - Las Vegas,,,,,, , , - ,Las Vegas,NV,89102-4512,2320 South Rancho Drive,-115.171331,36.1456,private_for_profit,,,www.arizonacollege.edu,6022229300,,,,www.arizonacollege.edu/net-price,,,,,,,No,No,No,No,No
Arizona State University-Downtown Phoenix,27643,42943,79,30,4835,21,26,21 - 26,Phoenix,AZ,85004,411 N Central Avenue,-112.073231,33.45343,public,43,11216,www.asu.edu/,6024964636,https://students.asu.edu/contact/financialaid,https://students.asu.edu/contact/admissions,https://students.asu.edu/apply,https://students.asu.edu/financialaid/net-price,,,,,,,Yes,Yes,Yes,Yes,Yes
Arizona State University-Polytechnic,25929,40464,77,33,2136,22,28,22 - 28,Mesa,AZ,85212,7001 E Williams Field Road,-111.685485,33.307114,public,51,4094,www.asu.edu/,4807271585,https://students.asu.edu/contact/financialaid,https://students.asu.edu/contact/admissions,https://students.asu.edu/apply,https://students.asu.edu/financialaid/net-price,,,,,,,Yes,Yes,Yes,Yes,Yes
Arizona State University-Skysong,24109,31073,61,31,7440, , , - ,Scottsdale,AZ,85257,1475 N Scottsdale Road - Ste 200,-111.924051,33.46268,public,,13938,www.asu.edu/,4808841860,https://students.asu.edu/contact/financialaid,https://students.asu.edu/contact/admissions,https://students.asu.edu/apply,https://students.asu.edu/financialaid/net-price,,,,,,,Yes,Yes,Yes,Yes,Yes
Arizona State University-Tempe,25704,41004,84,40,22581,22,28,22 - 28,Tempe,AZ,85287,University Drive and Mill Avenue,-111.934629,33.422247,public,58,50320,www.asu.edu/,4809652100,https://students.asu.edu/contact/financialaid,https://students.asu.edu/contact/admissions,https://students.asu.edu/apply,https://students.asu.edu/financialaid/net-price,,,,,,,Yes,Yes,Yes,Yes,Yes
Arizona State University-West,24643,39178,78,34,1288,21,27,21 - 27,Glendale,AZ,85306,4701 W Thunderbird Road,-112.161271,33.6096,public,55,3692,www.asu.edu/,6025435500,https://students.asu.edu/contact/financialaid,https://students.asu.edu/contact/admissions,https://students.asu.edu/apply,https://students.asu.edu/financialaid/net-price,,,,,,,Yes,Yes,Yes,Yes,Yes
Arkansas State University-Main Campus,22103,28103,72,46,5086,21,26,21 - 26,Jonesboro,AR,72401,2105 E. Aggie Road,-90.680478,35.842779,public,39,13144,www2.astate.edu,8709722100,finaid.astate.edu/,admissions.astate.edu/,asups1.astate.edu:4443/prod/twbkwbis.P_GenMenu?name=homepage,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,,,,,,,Yes,Yes,Yes,Yes,Yes
Arkansas Tech University,17696,22856,86,54,4162,18,25,18 - 25,Russellville,AR,72801-2222,Administration Bldg 200; 1509 N Boulder Ave,-93.13233,35.295227,public,41,12002,www.atu.edu,4799680389,www.atu.edu/finaid/,www.atu.edu/admissions/,www.atu.edu/admissions/,www.atu.edu/finaid/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
Arlington Baptist College,20650,20650,,,, , , - ,Arlington,TX,76012-3425,3001 W Division,-97.155661,32.739543,private_non_profit,42,250,arlingtonbaptistcollege.edu,8.17462E+12,arlingtonbaptistcollege.edu,arlingtonbaptistcollege.edu,arlingtonbaptistcollege.edu,arlingtonbaptistcollege.edu,15031,13275,15750,16964,17972,17872,No,No,No,No,No
Armstrong State University,26757,37013,68,49,2537,19,24,19 - 24,Savannah,GA,31419-1997,11935 Abercorn St,-81.160409,31.978109,public,31,7094,www.armstrong.edu,9123442576,www.armstrong.edu/finaid/,www.admissions.armstrong.edu/,www.armstrong.edu/Admissions/index/admissions_apply_to_armstrong_instructions,www.armstrong.edu/Departments/financial_aid/finaid_net_price_calculator,,,,,,,Yes,No,Yes,Yes,Yes
Art Academy of Cincinnati,40988,40988,24,44,493,18,23,18 - 23,Cincinnati,OH,45202-1706,1212 Jackson Street,-84.497573,39.108382,private_non_profit,53,209,www.artacademy.edu,5135626262,www.artacademy.edu/admissions/undergraduate/financial_aid/,www.artacademy.edu/admissions/,https://www.aacsonisweb.com/studapp.cfm,https://artacademy.studentaidcalculator.com/survey.aspx,17683,16295,18541,20776,21717,21107,No,No,No,No,No
Art Center College of Design,,,81,40,534, , , - ,Pasadena,CA,91103,1700 Lida St,-118.186901,34.170844,private_non_profit,70,2045,www.artcenter.edu,6263962200,www.artcenter.edu/accd/admissions/financial_aid.jsp,www.artcenter.edu/accd/admissions.jsp,www.artcenter.edu/accd/admissions/application_forms.jsp,www.artcenter.edu/accd/admissions/financial_aid/net_price_calculator.jsp,43111,38814,43153,41982,49316,48137,No,No,No,No,No
Asbury University,38150,38150,69,33,1329,22,28,22 - 28,Wilmore,KY,40390-1198,1 Macklem Dr,-84.662606,37.862029,private_non_profit,76,1879,www.asbury.edu,8598583511,www.asbury.edu/offices/financial-aid,www.asbury.edu/admissions,www.asbury.edu/application,tcc.noellevitz.com/(S(g0fsrcgjr03lu2duzlyuiwrr))/Asbury%20University/Freshman%20Students,20399,19508,20740,25099,32807,34227,No,No,Yes,Yes,Yes
Ashford University,22069,22069,,,, , , - ,San Diego,CA,92123,8620 Spectrum Center Boulevard,-117.141961,32.8273,private_for_profit,22,51237,www.ashford.edu,8667111700,www.ashford.edu/online/finance/,www.ashford.edu/online/,https://oap.ashford.edu/online/login.php?entry=au-online&team=all,https://ashford.studentaidcalculator.com/survey.aspx,17572,18556,15382,16519,12096,10477,No,No,Yes,Yes,Yes
Ashland University,33340,33340,73,26,3172,20,25,20 - 25,Ashland,OH,44805,401 College Avenue,-82.320621,40.860987,private_non_profit,60,5428,https://www.ashland.edu,8008821548,https://www.ashland.edu/administration/financial-aid,https://www.ashland.edu/admissions,https://www.ashland.edu/admissions/apply-now,https://ashland.studentaidcalculator.com/survey.aspx,20905,16258,18301,20160,22257,24928,Yes,Yes,Yes,Yes,Yes
Aspen University,,,,,, , , - ,Denver,CO,80246,720 S Colorado Blvd Ste 1150N,-104.939873,39.703696,private_for_profit,,1488,www.aspen.edu,3033334224,www.aspen.edu/Tuition/Financial-Aid,www.aspen.edu/Admissions/Requirements,application.aspen.edu/application/index.html?CFID=c9570a45-861c-4271-8f67-6082895a958c&CFTOKEN=0,https://www.aspen.edu/net-price-calculator,15774,15467,15752,16727,,,No,No,No,No,No
Assumption College,50224,50224,81,16,4402, , , - ,Worcester,MA,01609-1296,500 Salisbury St,-71.828387,42.295435,private_non_profit,75,2719,www.assumption.edu,5087677000,www.assumption.edu/admissions/financial-aid,www.assumption.edu/admissions,www.assumption.edu/admissions/applying,www.assumption.edu/admissions/financial-aid/value,26770,18926,19260,23410,26910,30792,Yes,Yes,Yes,Yes,Yes
Athens State University,,,,,, , , - ,Athens,AL,35611,300 N Beaty St,-86.96514,34.805625,public,,3128,www.athens.edu,2562338100,www.athens.edu/financial,www.athens.edu/admissions,www.athens.edu/apply,https://24.athens.edu/apex/prod8/f?p=174:1:3941357449598491,,,,,,,No,No,No,No,No
Atlantic Institute of Oriental Medicine,,,,,, , , - ,Fort Lauderdale,FL,33301-3510,100 E Broward Blvd  Suite 100,-80.142235,26.121964,private_non_profit,,139,www.atom.edu,9.54764E+12,www.atom.edu,www.atom.edu,www.atom.edu,www.atom.edu,,,,,,,No,No,No,No,No
Atlantic University College,,,,,, , , - ,Guaynabo,PR,970,Colton St. # 9,-66.111714,18.357395,private_non_profit,26,1496,www.atlanticu.edu,7.8772E+13,www.atlanticu.edu/asistencia_economica.php,www.atlanticu.edu/admisiones.php,,www.atlanticu.edu/asistencia_economica.php,5318,4943,5538,7221,9021,,No,No,No,No,No
Auburn University,29794,47410,83,32,16958,24,30,24 - 30,Auburn,AL,36849,,-85.482782,32.604685,public,68,25912,www.auburn.edu,3348444000,www.auburn.edu/administration/business_office/finaid/,www.auburn.edu/admissions/,www.auburn.edu/admissions/,www.auburn.edu/admissions/money-matters.html,,,,,,,Yes,Yes,Yes,Yes,Yes
Auburn University at Montgomery,18870,29730,80,36,2123,19,24,19 - 24,Montgomery,AL,36117-3596,7440 East Drive,-86.177351,32.369939,public,6,5057,www.aum.edu,3342443000,www.aum.edu/admissions/financial-information/financial-aid,www.aum.edu/admissions,www.aum.edu/admissions/step-by-step-guide-to-apply,www.aum.edu/admissions/financial-information/price-estimator-calculator,,,,,,,Yes,No,Yes,Yes,Yes
Augsburg College,48545,48545,68,21,2824,20,26,20 - 26,Minneapolis,MN,55454,2211 Riverside Ave,-93.241418,44.965636,private_non_profit,60,3548,www.augsburg.edu,6123301000,www.augsburg.edu/day/finaid/,www.augsburg.edu/day/,www.augsburg.edu/firstyear/inquire-and-apply/,https://augsburg.studentaidcalculator.com/survey.aspx,18460,17952,18382,21183,24487,28040,Yes,Yes,Yes,Yes,Yes
Augusta University,25210,39918,77,58,1684,19,25,19 - 25,Augusta,GA,30912,1120 Fifteenth St,-81.988361,33.47145,public,27,7988,www.augusta.edu,7067210211,www.augusta.edu/finaid,www.augusta.edu/admissions,https://secure.gacollege411.org/applications/Georgia_Regents_University/introduction.asp?application_id=4020,www.augusta.edu/finaid/costcalc.php,,,,,,,Yes,No,Yes,Yes,Yes
Augustana College,50698,50698,54,22,6053, , , - ,Rock Island,IL,61201-2296,639 38th St,-90.552402,41.500326,private_non_profit,78,2497,www.augustana.edu,3097947000,www.augustana.edu/fa/,www.augustana.edu/admissions,www.augustana.edu/admissions/apply/,www.augustana.edu/x37195.xml,24651,17645,18265,21351,25468,28191,Yes,Yes,Yes,Yes,Yes
Augustana University,39628,39628,61,42,1545,23,28,23 - 28,Sioux Falls,SD,57197-0001,2001 S Summit Ave,-96.738507,43.525939,private_non_profit,66,1825,www.augie.edu,6052745516,www.augie.edu/admission/financing-your-education,www.augie.edu/admission,www.augie.edu/admission/applying-augustana,www.augie.edu/npc,19834,14173,16416,17880,20351,21592,Yes,Yes,Yes,Yes,Yes
Aurora University,35004,35004,81,31,2323,19,24,19 - 24,Aurora,IL,60506-4892,347 S Gladstone Ave,-88.349469,41.754465,private_non_profit,52,5084,aurora.edu,6308926431,www.aurora.edu/admission/financialaid/index.html,www.aurora.edu/admission/index.html,https://www.aurora.edu/admission/apply/index.html#axzz3lGLe4zlH,aurora.edu/admission/financialaid/calculator/index.html,17178,13647,13558,15229,19234,21072,Yes,Yes,Yes,Yes,Yes
Austin College,50647,50647,54,22,3038,22,27,22 - 27,Sherman,TX,75090-4400,900 N Grand Ave,-96.598772,33.646307,private_non_profit,77,1301,www.austincollege.edu,9038132000,www.austincollege.edu/admission/financial-aid,www.austincollege.edu/admission,www.austincollege.edu/admission/apply,artemis.austincollege.edu/photos/finaid_calc/npcalc.htm,21875,14698,19800,19735,21556,26466,Yes,Yes,Yes,Yes,Yes
